348,97	2395,00
349,77	2393,00
350,56	2394,00
351,36	2395,00
352,16	2392,00
352,96	2394,00
353,75	2393,00
354,55	2392,00
355,35	2395,00
356,14	2395,00
356,94	2397,00
357,74	2394,00
358,53	2394,00
359,33	2393,00
360,13	2394,00
360,92	2394,00
361,72	2395,00
362,52	2394,00
363,31	2395,00
364,11	2394,00
364,90	2395,00
365,70	2395,00
366,49	2395,00
367,29	2393,00
368,08	2395,00
368,88	2395,00
369,67	2397,00
370,47	2396,00
371,26	2394,00
372,06	2396,00
372,85	2398,00
373,65	2396,00
374,44	2397,00
375,24	2397,00
376,03	2396,00
376,83	2395,00
377,62	2396,00
378,41	2396,00
379,21	2395,00
380,00	2395,00
380,80	2396,00
381,59	2396,00
382,38	2396,00
383,18	2397,00
383,97	2397,00
384,76	2396,00
385,56	2398,00
386,35	2399,00
387,14	2397,00
387,93	2396,00
388,73	2398,00
389,52	2400,00
390,31	2398,00
391,10	2397,00
391,90	2398,00
392,69	2396,00
393,48	2398,00
394,27	2398,00
395,06	2398,00
395,86	2397,00
396,65	2398,00
397,44	2398,00
398,23	2398,00
399,02	2398,00
399,81	2400,00
400,60	2397,00
401,40	2398,00
402,19	2399,00
402,98	2397,00
403,77	2397,00
404,56	2399,00
405,35	2399,00
406,14	2396,00
406,93	2398,00
407,72	2397,00
408,51	2398,00
409,30	2398,00
410,09	2397,00
410,88	2400,00
411,67	2398,00
412,46	2399,00
413,25	2399,00
414,04	2398,00
414,83	2400,00
415,62	2399,00
416,41	2400,00
417,20	2398,00
417,99	2397,00
418,78	2400,00
419,56	2398,00
420,35	2399,00
421,14	2398,00
421,93	2400,00
422,72	2399,00
423,51	2396,00
424,30	2397,00
425,08	2398,00
425,87	2398,00
426,66	2398,00
427,45	2397,00
428,24	2398,00
429,02	2397,00
429,81	2397,00
430,60	2398,00
431,39	2399,00
432,17	2397,00
432,96	2398,00
433,75	2398,00
434,53	2398,00
435,32	2398,00
436,11	2399,00
436,89	2397,00
437,68	2400,00
438,47	2395,00
439,25	2399,00
440,04	2398,00
440,83	2398,00
441,61	2397,00
442,40	2395,00
443,18	2395,00
443,97	2399,00
444,76	2396,00
445,54	2397,00
446,33	2397,00
447,11	2395,00
447,90	2397,00
448,68	2395,00
449,47	2397,00
450,25	2398,00
451,04	2395,00
451,82	2398,00
452,61	2397,00
453,39	2396,00
454,18	2395,00
454,96	2396,00
455,75	2395,00
456,53	2398,00
457,32	2396,00
458,10	2398,00
458,88	2397,00
459,67	2398,00
460,45	2396,00
461,24	2396,00
462,02	2397,00
462,80	2396,00
463,59	2398,00
464,37	2396,00
465,15	2394,00
465,94	2398,00
466,72	2394,00
467,50	2395,00
468,29	2398,00
469,07	2396,00
469,85	2396,00
470,63	2397,00
471,42	2393,00
472,20	2397,00
472,98	2396,00
473,76	2397,00
474,55	2396,00
475,33	2394,00
476,11	2396,00
476,89	2395,00
477,67	2395,00
478,46	2395,00
479,24	2394,00
480,02	2397,00
480,80	2397,00
481,58	2394,00
482,36	2395,00
483,14	2393,00
483,92	2396,00
484,71	2395,00
485,49	2395,00
486,27	2396,00
487,05	2396,00
487,83	2395,00
488,61	2394,00
489,39	2396,00
490,17	2396,00
490,95	2396,00
491,73	2397,00
492,51	2395,00
493,29	2397,00
494,07	2397,00
494,85	2396,00
495,63	2397,00
496,41	2395,00
497,19	2395,00
497,97	2395,00
498,75	2396,00
499,53	2396,00
500,31	2394,00
501,08	2396,00
501,86	2395,00
502,64	2394,00
503,42	2395,00
504,20	2397,00
504,98	2395,00
505,76	2395,00
506,54	2397,00
507,31	2394,00
508,09	2397,00
508,87	2395,00
509,65	2395,00
510,43	2395,00
511,20	2397,00
511,98	2397,00
512,76	2395,00
513,54	2394,00
514,31	2396,00
515,09	2397,00
515,87	2395,00
516,65	2393,00
517,42	2394,00
518,20	2396,00
518,98	2395,00
519,76	2394,00
520,53	2398,00
521,31	2396,00
522,09	2397,00
522,86	2395,00
523,64	2397,00
524,41	2395,00
525,19	2396,00
525,97	2396,00
526,74	2397,00
527,52	2396,00
528,29	2396,00
529,07	2396,00
529,85	2397,00
530,62	2399,00
531,40	2396,00
532,17	2397,00
532,95	2398,00
533,72	2396,00
534,50	2395,00
535,27	2399,00
536,05	2398,00
536,82	2395,00
537,60	2396,00
538,37	2396,00
539,15	2395,00
