348,97	2395,00
349,77	2394,00
350,56	2395,00
351,36	2394,00
352,16	2396,00
352,96	2394,00
353,75	2396,00
354,55	2394,00
355,35	2396,00
356,14	2395,00
356,94	2397,00
357,74	2395,00
358,53	2396,00
359,33	2396,00
360,13	2398,00
360,92	2398,00
361,72	2397,00
362,52	2398,00
363,31	2398,00
364,11	2393,00
364,90	2396,00
365,70	2398,00
366,49	2396,00
367,29	2395,00
368,08	2397,00
368,88	2397,00
369,67	2397,00
370,47	2396,00
371,26	2396,00
372,06	2395,00
372,85	2397,00
373,65	2396,00
374,44	2398,00
375,24	2397,00
376,03	2396,00
376,83	2397,00
377,62	2398,00
378,41	2397,00
379,21	2396,00
380,00	2392,00
380,80	2397,00
381,59	2399,00
382,38	2395,00
383,18	2396,00
383,97	2398,00
384,76	2396,00
385,56	2397,00
386,35	2397,00
387,14	2398,00
387,93	2398,00
388,73	2398,00
389,52	2399,00
390,31	2398,00
391,10	2398,00
391,90	2398,00
392,69	2395,00
393,48	2396,00
394,27	2397,00
395,06	2397,00
395,86	2396,00
396,65	2398,00
397,44	2397,00
398,23	2398,00
399,02	2397,00
399,81	2397,00
400,60	2397,00
401,40	2396,00
402,19	2398,00
402,98	2399,00
403,77	2397,00
404,56	2397,00
405,35	2397,00
406,14	2398,00
406,93	2397,00
407,72	2397,00
408,51	2397,00
409,30	2399,00
410,09	2398,00
410,88	2396,00
411,67	2397,00
412,46	2400,00
413,25	2397,00
414,04	2400,00
414,83	2402,00
415,62	2400,00
416,41	2397,00
417,20	2398,00
417,99	2399,00
418,78	2399,00
419,56	2398,00
420,35	2400,00
421,14	2397,00
421,93	2397,00
422,72	2397,00
423,51	2399,00
424,30	2399,00
425,08	2400,00
425,87	2397,00
426,66	2398,00
427,45	2399,00
428,24	2398,00
429,02	2398,00
429,81	2398,00
430,60	2397,00
431,39	2398,00
432,17	2399,00
432,96	2398,00
433,75	2399,00
434,53	2398,00
435,32	2399,00
436,11	2401,00
436,89	2400,00
437,68	2400,00
438,47	2398,00
439,25	2398,00
440,04	2399,00
440,83	2398,00
441,61	2398,00
442,40	2398,00
443,18	2398,00
443,97	2398,00
444,76	2399,00
445,54	2397,00
446,33	2397,00
447,11	2400,00
447,90	2399,00
448,68	2401,00
449,47	2398,00
450,25	2400,00
451,04	2399,00
451,82	2400,00
452,61	2399,00
453,39	2399,00
454,18	2399,00
454,96	2399,00
455,75	2398,00
456,53	2399,00
457,32	2398,00
458,10	2397,00
458,88	2397,00
459,67	2398,00
460,45	2399,00
461,24	2399,00
462,02	2399,00
462,80	2399,00
463,59	2399,00
464,37	2399,00
465,15	2398,00
465,94	2399,00
466,72	2399,00
467,50	2401,00
468,29	2396,00
469,07	2399,00
469,85	2398,00
470,63	2400,00
471,42	2398,00
472,20	2401,00
472,98	2398,00
473,76	2396,00
474,55	2401,00
475,33	2400,00
476,11	2396,00
476,89	2398,00
477,67	2398,00
478,46	2399,00
479,24	2399,00
480,02	2399,00
480,80	2398,00
481,58	2399,00
482,36	2397,00
483,14	2396,00
483,92	2400,00
484,71	2399,00
485,49	2399,00
486,27	2399,00
487,05	2399,00
487,83	2399,00
488,61	2398,00
489,39	2399,00
490,17	2398,00
490,95	2399,00
491,73	2399,00
492,51	2400,00
493,29	2399,00
494,07	2399,00
494,85	2398,00
495,63	2398,00
496,41	2398,00
497,19	2400,00
497,97	2398,00
498,75	2399,00
499,53	2400,00
500,31	2400,00
501,08	2398,00
501,86	2399,00
502,64	2399,00
503,42	2397,00
504,20	2396,00
504,98	2397,00
505,76	2395,00
506,54	2398,00
507,31	2396,00
508,09	2397,00
508,87	2398,00
509,65	2396,00
510,43	2398,00
511,20	2398,00
511,98	2398,00
512,76	2397,00
513,54	2400,00
514,31	2398,00
515,09	2399,00
515,87	2397,00
516,65	2395,00
517,42	2398,00
518,20	2398,00
518,98	2396,00
519,76	2396,00
520,53	2398,00
521,31	2398,00
522,09	2395,00
522,86	2396,00
523,64	2399,00
524,41	2398,00
525,19	2396,00
525,97	2396,00
526,74	2397,00
527,52	2396,00
528,29	2399,00
529,07	2398,00
529,85	2400,00
530,62	2397,00
531,40	2396,00
532,17	2395,00
532,95	2397,00
533,72	2394,00
534,50	2398,00
535,27	2399,00
536,05	2397,00
536,82	2396,00
537,60	2398,00
538,37	2396,00
539,15	2398,00
539,92	2398,00
540,70	2397,00
541,47	2398,00
542,25	2401,00
543,02	2397,00
543,79	2400,00
544,57	2399,00
545,34	2399,00
546,12	2399,00
546,89	2400,00
547,66	2400,00
548,44	2399,00
549,21	2397,00
549,98	2399,00
550,76	2397,00
551,53	2396,00
552,30	2394,00
553,08	2396,00
553,85	2396,00
554,62	2398,00
555,40	2397,00
556,17	2397,00
556,94	2395,00
557,71	2397,00
558,49	2396,00
559,26	2398,00
560,03	2396,00
560,80	2395,00
561,57	2394,00
562,35	2396,00
563,12	2396,00
563,89	2395,00
564,66	2397,00
565,43	2397,00
566,21	2395,00
566,98	2396,00
567,75	2394,00
568,52	2394,00
569,29	2396,00
570,06	2395,00
570,83	2396,00
571,60	2396,00
572,38	2395,00
573,15	2397,00
573,92	2396,00
574,69	2396,00
575,46	2395,00
576,23	2397,00
577,00	2396,00
577,77	2399,00
578,54	2398,00
579,31	2396,00
580,08	2395,00
580,85	2396,00
581,62	2395,00
582,39	2396,00
583,16	2398,00
583,93	2395,00
584,70	2395,00
585,47	2397,00
586,24	2397,00
587,01	2397,00
587,78	2396,00
588,54	2398,00
589,31	2399,00
590,08	2397,00
590,85	2396,00
591,62	2397,00
592,39	2396,00
593,16	2399,00
593,93	2397,00
594,69	2398,00
595,46	2397,00
596,23	2397,00
597,00	2396,00
597,77	2397,00
598,54	2398,00
599,30	2399,00
600,07	2397,00
600,84	2399,00
601,61	2395,00
602,37	2395,00
603,14	2398,00
603,91	2399,00
604,68	2396,00
605,44	2398,00
606,21	2399,00
606,98	2397,00
607,75	2396,00
608,51	2399,00
609,28	2400,00
610,05	2399,00
610,81	2398,00
611,58	2407,00
612,35	2407,00
613,11	2402,00
613,88	2401,00
614,65	2401,00
615,41	2402,00
616,18	2399,00
616,94	2398,00
617,71	2399,00
618,48	2399,00
619,24	2399,00
620,01	2397,00
620,77	2399,00
621,54	2397,00
622,30	2400,00
623,07	2399,00
623,83	2400,00
624,60	2401,00
625,36	2401,00
626,13	2399,00
626,89	2400,00
627,66	2399,00
628,42	2398,00
629,19	2397,00
629,95	2399,00
630,72	2400,00
631,48	2399,00
632,25	2400,00
633,01	2399,00
633,78	2400,00
634,54	2399,00
635,30	2401,00
636,07	2398,00
636,83	2400,00
637,60	2401,00
638,36	2398,00
639,12	2399,00
639,89	2399,00
640,65	2401,00
641,41	2397,00
642,18	2399,00
642,94	2399,00
643,70	2398,00
644,47	2398,00
645,23	2401,00
645,99	2399,00
646,75	2401,00
647,52	2401,00
648,28	2400,00
649,04	2398,00
649,81	2399,00
650,57	2398,00
651,33	2398,00
652,09	2400,00
652,85	2399,00
653,62	2400,00
654,38	2400,00
655,14	2400,00
655,90	2400,00
656,66	2400,00
657,43	2402,00
658,19	2398,00
658,95	2399,00
659,71	2399,00
660,47	2402,00
661,23	2399,00
661,99	2399,00
662,76	2400,00
663,52	2402,00
664,28	2398,00
665,04	2398,00
665,80	2396,00
666,56	2400,00
667,32	2398,00
668,08	2399,00
668,84	2401,00
669,60	2400,00
670,36	2398,00
671,12	2401,00
671,88	2398,00
672,64	2399,00
673,40	2398,00
674,16	2402,00
674,92	2397,00
675,68	2398,00
676,44	2401,00
677,20	2401,00
677,96	2399,00
678,72	2398,00
679,48	2401,00
680,24	2399,00
681,00	2399,00
681,76	2398,00
682,52	2397,00
683,28	2401,00
684,04	2398,00
684,80	2398,00
685,55	2398,00
686,31	2398,00
687,07	2400,00
687,83	2400,00
688,59	2400,00
689,35	2401,00
690,11	2398,00
690,86	2400,00
691,62	2399,00
692,38	2396,00
693,14	2399,00
693,90	2399,00
694,65	2400,00
695,41	2400,00
696,17	2397,00
696,93	2400,00
697,69	2399,00
698,44	2399,00
699,20	2399,00
699,96	2399,00
700,72	2400,00
701,47	2400,00
702,23	2396,00
702,99	2399,00
703,74	2399,00
704,50	2398,00
705,26	2397,00
706,01	2399,00
706,77	2400,00
707,53	2397,00
708,28	2399,00
709,04	2400,00
709,80	2399,00
710,55	2399,00
711,31	2399,00
712,07	2400,00
712,82	2402,00
713,58	2400,00
714,33	2400,00
715,09	2399,00
715,85	2397,00
716,60	2399,00
717,36	2402,00
718,11	2399,00
718,87	2399,00
719,62	2400,00
720,38	2399,00
721,13	2401,00
721,89	2397,00
722,64	2400,00
723,40	2396,00
724,15	2402,00
724,91	2399,00
725,66	2399,00
726,42	2399,00
727,17	2400,00
727,93	2398,00
728,68	2398,00
729,44	2395,00
730,19	2397,00
730,95	2398,00
731,70	2399,00
732,45	2401,00
733,21	2401,00
733,96	2400,00
734,72	2399,00
735,47	2397,00
736,22	2399,00
736,98	2398,00
737,73	2397,00
738,48	2399,00
739,24	2398,00
739,99	2397,00
740,74	2399,00
741,50	2399,00
742,25	2400,00
743,00	2399,00
743,76	2398,00
744,51	2396,00
745,26	2398,00
746,02	2399,00
746,77	2397,00
747,52	2398,00
748,27	2398,00
749,03	2396,00
749,78	2400,00
750,53	2397,00
751,28	2396,00
752,04	2397,00
752,79	2400,00
753,54	2396,00
754,29	2398,00
755,04	2396,00
755,80	2400,00
756,55	2397,00
757,30	2397,00
758,05	2399,00
758,80	2400,00
759,55	2398,00
760,31	2400,00
761,06	2399,00
761,81	2399,00
762,56	2398,00
763,31	2399,00
764,06	2396,00
764,81	2401,00
765,56	2399,00
766,31	2402,00
767,07	2402,00
767,82	2401,00
768,57	2402,00
769,32	2401,00
770,07	2402,00
